id	abbreviation	name
rxn36242	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8722_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36243	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8722_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36244	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36245	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8693_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36246	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8707_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36247	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8707_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36248	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8711_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36249	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8711_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36250	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8716_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36251	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8716_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36252	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36253	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36254	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36255	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8705_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36256	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8709_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36257	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8709_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36258	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8714_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36259	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8714_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36260	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8722_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36261	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8722_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36262	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36263	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8707_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36264	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8711_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36265	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8711_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36266	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8716_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36267	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8716_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36268	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36269	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36270	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36271	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8709_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36272	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8714_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36273	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8714_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36274	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8722_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36275	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8722_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36276	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36277	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8711_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36278	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8716_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36279	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8716_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36280	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36281	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36282	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36283	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8714_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36284	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8716_CPD-8722_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36285	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8716_CPD-8722_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36286	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8716_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36287	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8716_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36288	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8722_CPD-8724_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36289	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8722_CPD-8724_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36290	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8722_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36291	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8722_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36292	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8724_CPD-8726_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36293	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8724_CPD-8726_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36294	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8726_CPD-8728_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36295	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8726_CPD-8728_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36296	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8832_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36297	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8832_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36298	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8833_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36299	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8833_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36300	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8834_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36301	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8834_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36302	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8835_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36303	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8835_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36304	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8891_LACTALD_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36305	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8891_LACTALD_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36306	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8891_METHYL-GLYOXAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36307	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8891_METHYL-GLYOXAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36308	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8996_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36309	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8996_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36310	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8997_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36311	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-8997_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36312	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9053_NADP_NADPH_PENTANOL	alcohol dehydrogenase [NAD(P)+]
rxn36313	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9053_NAD_NADH_PENTANOL	alcohol dehydrogenase [NAD(P)+]
rxn36314	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9762_GERANIAL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36315	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9762_GERANIAL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36316	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9976_CPD-9978_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36317	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9977_CPD-9978_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36318	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9978_ISOEUGENOL_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36319	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.CPD-9978_ISOEUGENOL_NAD_NADH	alcohol dehydrogenase [NAD(P)+]
rxn36320	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.FORMALDEHYDE_METOH_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36321	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.HEXANAL_HEXANOL-CMPD_NADP_NADPH	alcohol dehydrogenase [NAD(P)+]
rxn36322	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.HEXANAL_NADP_NADPH_TRANS-2-HEXENOL	alcohol dehydrogenase [NAD(P)+]
rxn36323	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.HEXANAL_NAD_NADH_TRANS-2-HEXENOL	alcohol dehydrogenase [NAD(P)+]
rxn36324	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.HEXANOL-CMPD_NADP_NADPH_TRANS-2-HEXENAL	alcohol dehydrogenase [NAD(P)+]
rxn36325	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.HEXANOL-CMPD_NAD_NADH_TRANS-2-HEXENAL	alcohol dehydrogenase [NAD(P)+]
rxn36326	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.METHYL-GLYOXAL_NADP_NADPH_PROPANE-1-2-DIOL	alcohol dehydrogenase [NAD(P)+]
rxn36327	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.METHYL-GLYOXAL_NAD_NADH_PROPANE-1-2-DIOL	alcohol dehydrogenase [NAD(P)+]
rxn36328	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.NADP_NADPH_OCTANOL_PHENYLACETALDEHYDE	alcohol dehydrogenase [NAD(P)+]
rxn36329	ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.NAD_NADH_OCTANOL_PHENYLACETALDEHYDE	alcohol dehydrogenase [NAD(P)+]
rxn36330	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.2-TRANS6-TRANS-FARNESAL_CPD-12585_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36331	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.2-TRANS6-TRANS-FARNESAL_CPD-8462_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36332	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.2-TRANS6-TRANS-FARNESAL_CPD-8462_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36333	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-7882_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36334	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-7882_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36335	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8693_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36336	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8693_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36337	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8707_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36338	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8707_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36339	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8711_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36340	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8711_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36341	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8716_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36342	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8716_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36343	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8724_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36344	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8724_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36345	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8728_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36346	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z7E9E14Z17Z-EICOSAPENTAENOATE_CPD-8728_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36347	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-7882_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36348	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-7882_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36349	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8693_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36350	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8693_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36351	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8707_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36352	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8707_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36353	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8711_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36354	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8711_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36355	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8716_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36356	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8716_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36357	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8724_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36358	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8724_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36359	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8728_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36360	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.5Z8Z11Z14Z17Z-EICOSAPENTAENOATE_CPD-8728_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36361	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-7882_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36362	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-7882_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36363	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8693_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36364	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8693_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36365	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8707_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36366	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8707_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36367	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8711_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36368	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8711_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36369	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8716_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36370	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8716_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36371	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8724_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36372	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8724_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36373	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8728_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36374	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDIC_ACID_CPD-8728_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36375	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-7882_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36376	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-7882_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36377	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8693_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36378	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8693_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36379	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8707_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36380	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8707_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36381	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8711_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36382	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8711_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36383	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8716_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36384	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8716_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36385	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8724_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36386	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8724_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36387	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8728_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36388	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.ARACHIDONIC_ACID_CPD-8728_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
rxn36389	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.BUTANAL_BUTYRIC_ACID_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36390	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.BUTYRIC_ACID_CPD-13230_NADP_NADPH	aldehyde dehydrogenase [NAD(P)+]
rxn36391	ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.BUTYRIC_ACID_CPD-13230_NAD_NADH	aldehyde dehydrogenase [NAD(P)+]
